TAZ,TAZ1454
65,713.0
47,713.0
51,713.0
52,713.0
64,713.0
53,713.0
149,711.0
148,711.0
147,711.0
142,710.0
145,710.0
144,710.0
141,710.0
146,710.0
143,710.0
181,710.0
188,709.0
189,709.0
190,709.0
191,709.0
192,709.0
193,709.0
150,705.0
151,705.0
172,705.0
171,705.0
169,705.0
170,705.0
168,705.0
152,705.0
153,708.0
155,708.0
154,708.0
156,708.0
157,708.0
160,708.0
163,708.0
158,708.0
159,708.0
164,708.0
161,707.0
162,707.0
166,707.0
178,707.0
165,707.0
179,707.0
177,707.0
33,707.0
187,707.0
167,707.0
180,707.0
139,706.0
138,706.0
137,706.0
140,706.0
37,706.0
173,706.0
39,706.0
36,706.0
182,706.0
57,706.0
186,706.0
175,706.0
176,706.0
174,706.0
75,706.0
76,706.0
77,706.0
600,714.0
82,714.0
2562,1230.0
2578,1246.0
2561,1229.0
2563,1231.0
2559,1227.0
2560,1228.0
2551,1219.0
2553,1221.0
2552,1220.0
2555,1223.0
2554,1222.0
2570,1238.0
2556,1224.0
2557,1225.0
2558,1226.0
2564,1232.0
2565,1233.0
2574,1242.0
2566,1234.0
2567,1235.0
2568,1236.0
2569,1237.0
2573,1241.0
2572,1240.0
2571,1239.0
2575,1243.0
2576,1244.0
2577,1245.0
2544,1212.0
2543,1211.0
2550,1218.0
2549,1217.0
2548,1216.0
2547,1215.0
2546,1214.0
2545,1213.0
2580,1248.0
2579,1247.0
2581,1249.0
2599,1267.0
2600,1268.0
2601,1269.0
2602,1270.0
2598,1266.0
2582,1250.0
2595,1263.0
2594,1262.0
2597,1265.0
2596,1264.0
2591,1259.0
2592,1260.0
2590,1258.0
2589,1257.0
2583,1251.0
2593,1261.0
2587,1255.0
2586,1254.0
2585,1253.0
2588,1256.0
2584,1252.0
2612,1280.0
2618,1286.0
2611,1279.0
2603,1271.0
2608,1276.0
2610,1278.0
2609,1277.0
2604,1272.0
2616,1284.0
2613,1281.0
2607,1275.0
2606,1274.0
2605,1273.0
2617,1285.0
2614,1282.0
2615,1283.0
2619,1287.0
2620,1288.0
2621,1289.0
2622,1290.0
2656,1324.0
2655,1323.0
2652,1320.0
2651,1319.0
2654,1322.0
2653,1321.0
2650,1318.0
2665,1333.0
2666,1334.0
2667,1335.0
2668,1336.0
2657,1325.0
2664,1332.0
2658,1326.0
2659,1327.0
2663,1331.0
2662,1330.0
2661,1329.0
2660,1328.0
2671,1339.0
2669,1338.0
2670,1338.0
2675,1343.0
2676,1344.0
2677,1345.0
2679,1347.0
2678,1346.0
2673,1341.0
2674,1342.0
2672,1340.0
2681,1349.0
2680,1348.0
2682,1350.0
2684,1352.0
2683,1351.0
2685,1353.0
2690,1358.0
2691,1359.0
2692,1360.0
2693,1361.0
2695,1363.0
2696,1364.0
2688,1356.0
2694,1362.0
2697,1365.0
2698,1366.0
2689,1357.0
2687,1355.0
2686,1354.0
2699,1367.0
2700,1368.0
2701,1369.0
2705,1373.0
2702,1370.0
2704,1372.0
2703,1371.0
2706,1374.0
2708,1376.0
2709,1377.0
2714,1382.0
2707,1375.0
2710,1378.0
2711,1379.0
2712,1380.0
2713,1381.0
2716,1384.0
2718,1386.0
2717,1385.0
2719,1387.0
2720,1388.0
2715,1383.0
2722,1390.0
2723,1391.0
2725,1393.0
2724,1392.0
2726,1394.0
2728,1396.0
2727,1395.0
2729,1397.0
2731,1398.0
2730,1398.0
2732,1400.0
2733,1401.0
2734,1402.0
2735,1403.0
2721,1389.0
1701,1.0
1702,2.0
1703,3.0
1704,4.0
1705,5.0
1710,10.0
1711,11.0
1712,12.0
1713,13.0
1714,14.0
1715,15.0
1716,16.0
1717,17.0
1718,18.0
1719,19.0
1720,20.0
1721,21.0
1722,22.0
1723,23.0
1808,108.0
1809,109.0
1810,110.0
1915,215.0
1916,216.0
80,347.0
104,347.0
452,347.0
222,347.0
221,347.0
103,347.0
1329,347.0
479,347.0
451,347.0
478,347.0
481,347.0
536,348.0
480,348.0
422,349.0
514,349.0
528,349.0
458,349.0
421,349.0
423,349.0
511,350.0
512,350.0
442,351.0
440,351.0
441,351.0
506,351.0
507,351.0
425,351.0
508,351.0
521,351.0
522,351.0
1419,395.0
1417,395.0
1477,395.0
1418,395.0
1416,395.0
1358,396.0
1414,396.0
1415,396.0
374,397.0
359,397.0
406,397.0
403,397.0
415,398.0
376,398.0
405,399.0
361,399.0
402,399.0
377,400.0
417,400.0
1391,403.0
1390,403.0
1394,403.0
1392,403.0
1469,403.0
1466,403.0
1359,403.0
1467,403.0
1395,403.0
1387,403.0
1396,403.0
1397,403.0
1389,403.0
1357,403.0
1388,403.0
1468,403.0
1386,403.0
1356,403.0
1463,404.0
1464,404.0
1393,404.0
1465,404.0
1377,404.0
904,404.0
979,404.0
291,405.0
261,405.0
978,405.0
288,406.0
285,406.0
286,406.0
258,406.0
289,406.0
256,406.0
260,406.0
290,406.0
259,406.0
905,407.0
539,407.0
966,407.0
801,407.0
540,407.0
974,407.0
967,407.0
965,407.0
849,408.0
973,408.0
963,408.0
962,408.0
964,408.0
960,409.0
877,409.0
958,409.0
961,409.0
970,409.0
971,409.0
968,410.0
969,410.0
800,410.0
972,410.0
977,411.0
558,412.0
975,412.0
538,412.0
953,412.0
932,412.0
976,412.0
1219,415.0
1328,415.0
1322,415.0
1321,415.0
1226,415.0
1319,415.0
1318,415.0
1206,416.0
1324,416.0
1230,416.0
1232,416.0
1320,416.0
1314,416.0
1315,416.0
1313,416.0
1231,416.0
1325,417.0
1323,417.0
1378,418.0
1368,418.0
1379,419.0
1476,426.0
1406,426.0
1475,426.0
1407,426.0
1408,426.0
1472,426.0
1409,426.0
1362,427.0
1410,427.0
1474,427.0
1363,427.0
1405,427.0
1411,427.0
1473,427.0
1487,427.0
1404,427.0
1360,427.0
1215,428.0
1403,428.0
1402,428.0
1242,428.0
1296,429.0
1327,429.0
1283,429.0
1326,429.0
1297,430.0
1298,430.0
1300,430.0
1302,430.0
1305,430.0
1227,431.0
1299,431.0
1301,431.0
1281,431.0
1304,432.0
1229,432.0
1207,432.0
1214,432.0
1234,432.0
1243,432.0
1208,432.0
1303,432.0
1306,432.0
1307,432.0
1211,433.0
1209,433.0
1284,433.0
1285,433.0
1286,433.0
542,434.0
828,434.0
830,434.0
903,434.0
942,434.0
1078,434.0
1082,435.0
1081,435.0
802,435.0
1079,435.0
1080,435.0
1083,435.0
902,538.0
767,538.0
764,539.0
765,539.0
758,539.0
757,539.0
759,539.0
756,539.0
755,539.0
1011,602.0
1010,602.0
1012,603.0
949,603.0
839,603.0
950,603.0
951,604.0
541,604.0
1009,604.0
284,607.0
315,607.0
35,607.0
283,607.0
252,607.0
282,607.0
281,607.0
280,607.0
313,607.0
314,607.0
319,608.0
278,608.0
279,608.0
273,608.0
312,608.0
316,608.0
255,608.0
2082,750.0
2083,751.0
2084,752.0
2101,769.0
2206,874.0
2207,875.0
2467,1135.0
2468,1136.0
2477,1145.0
2478,1146.0
2533,1201.0
2534,1202.0
2786,
1890,
2914,
2915,
2930,
2920,
2921,
2927,
2926,
2924,
2923,
2922,
2929,
2928,
2903,
2901,
2902,
2910,
2911,
2913,
2912,
2908,
2907,
2906,
2905,
2909,
2904,
2919,
2932,
2925,
2931,
2916,
2917,
2918,
2933,
2934,
2937,
2938,
2939,
2941,
2942,
2943,
2944,
2945,
2946,
2947,
2948,
2949,
2950,
2951,
2952,
2954,
2955,
2956,
2957,
2958,
2936,
2935,
2953,
2940,
980,
2786,1454.0
980,404.0
1890,190.0
