zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,total_job_spaces,total_residential_units
14,1,14,1,18.0,23697,3105.0,208.0,32890.0,2200.0,3662.0,139.0,95.0,112.0,139.0,0.09,485.0,7,552.0,0.0,17.2181177196,1.85164391462,27.3987313907,1.0,30.6,734.0,741.0,530.0,8.0,8.0,432.0,253.0,40.0,32888.0,422.0
15,1,15,1,7.0,10782,2123.0,150.0,16094.0,524.0,2508.0,39.0,57.0,61.0,131.0,0.09,288.0,50,319.0,0.0,10.4022482661,4.90677927723,14.0,3.0,28.5,435.0,485.0,328.0,4.0,6.0,282.0,167.0,26.0,17352.0,319.0
16,1,16,1,70.0,11085,5360.0,3101.0,24724.0,455.0,4653.0,3274.0,822.0,809.0,1099.0,0.076,6004.0,137,6720.0,15.0,37.4728181629,30.1657197762,72.0,13.7324704823,123.4,9864.0,10001.0,7766.0,208.0,266.0,6424.0,2629.0,474.0,30362.0,3936.0
17,1,17,1,7.0,3821,1718.0,293.0,10272.0,258.0,4175.0,1138.0,761.0,828.0,1323.0,0.076,4050.0,441,4532.0,25.0,32.5964101502,42.8979332935,36.0,23.845178051,152.3,6650.0,7091.0,5378.0,147.0,189.0,4555.0,1864.0,336.0,12891.0,4557.0
18,1,18,1,24.0,2216,1181.0,334.0,6687.0,440.0,2492.0,192.0,257.0,242.0,359.0,0.056,1050.0,385,1087.0,56.0,36.6335240821,21.0007725946,50.0,2.09940815624,107.3,1729.0,2114.0,1299.0,36.0,138.0,1412.0,460.0,68.0,8196.0,1143.0
19,1,19,1,3.0,2623,1015.0,955.0,10339.0,887.0,4856.0,389.0,138.0,129.0,164.0,0.056,820.0,234,863.0,22.0,53.8700551228,22.0703114179,74.0,14.1994600649,125.4,1347.0,1581.0,996.0,27.0,103.0,1055.0,345.0,51.0,11605.0,471.0
20,1,20,1,1.0,990,1092.0,277.0,3705.0,389.0,956.0,983.0,478.0,273.0,296.0,0.394,2030.0,365,2019.0,97.0,33.3522752413,30.0178779796,35.0,15.3535891004,98.3,3380.0,3745.0,1669.0,78.0,199.0,1198.0,884.0,1386.0,4441.0,2116.0
21,1,21,1,1.0,2735,1905.0,379.0,7427.0,208.0,2199.0,2108.0,543.0,408.0,451.0,0.394,3510.0,434,3520.0,117.0,28.5206368898,22.3341049241,44.0,15.1894250124,78.9,5847.0,6281.0,2788.0,130.0,333.0,2009.0,1482.0,2327.0,8254.0,3637.0
22,1,22,1,9.0,14379,4170.0,334.0,21074.0,429.0,1753.0,255.0,300.0,255.0,401.0,0.317,1211.0,20,1291.0,98.0,26.3225488575,16.6162143641,46.0,9.0,87.7,1929.0,1949.0,1137.0,29.0,38.0,510.0,843.0,529.0,22695.0,1389.0
23,1,23,1,2.0,5871,1753.0,247.0,11162.0,1367.0,1922.0,197.0,133.0,111.0,128.0,0.317,569.0,7,628.0,43.0,49.0666215131,10.2131394238,20.0,4.41299663674,90.8,905.0,912.0,550.0,13.0,18.0,239.0,394.0,248.0,12010.0,671.0
24,1,24,1,15.0,10607,2235.0,211.0,17134.0,589.0,3477.0,253.0,156.0,95.0,121.0,0.369,625.0,8,669.0,0.0,14.0381323551,9.14630259319,20.403578318,2.0,39.0,1005.0,1013.0,365.0,31.0,46.0,210.0,394.0,332.0,19216.0,669.0
25,1,25,1,0.0,405,679.0,330.0,1805.0,78.0,313.0,605.0,383.0,281.0,311.0,0.41,1580.0,7,1553.0,131.0,2.92836745836,11.0563241036,4.0,4.0,21.0,3468.0,3475.0,1251.0,113.0,413.0,645.0,980.0,1324.0,2302.0,1684.0
26,1,26,1,3.0,2623,782.0,146.0,3953.0,90.0,309.0,244.0,183.0,175.0,142.0,0.349,744.0,14,793.0,7.0,3.62406482228,5.49789568607,5.0,2.0,13.0,1602.0,1616.0,666.0,50.0,170.0,405.0,476.0,515.0,4258.0,800.0
27,1,27,1,0.0,335,897.0,145.0,1791.0,30.0,384.0,535.0,397.0,300.0,356.0,0.369,1588.0,0,1542.0,68.0,5.00569833245,11.4440215327,6.0,8.0,26.0,3289.0,3289.0,1496.0,101.0,349.0,790.0,934.0,1115.0,2365.0,1677.0
28,1,28,1,1.0,271,184.0,41.0,675.0,13.0,165.0,462.0,533.0,423.0,607.0,0.269,2025.0,2,2332.0,0.0,7.55836048091,20.4952438485,5.0,20.0,44.0,3603.0,3605.0,2447.0,114.0,166.0,1378.0,1094.0,853.0,889.0,2332.0
29,1,29,1,1.0,481,2472.0,39.0,3372.0,12.0,367.0,929.0,956.0,723.0,702.0,0.184,3310.0,368,3692.0,0.0,6.07797124687,19.1817467215,4.0,15.0,37.0,5034.0,5402.0,3330.0,107.0,223.0,2705.0,1539.0,828.0,4479.0,3692.0
30,1,30,1,1.0,396,835.0,126.0,2314.0,55.0,901.0,1353.0,1220.0,887.0,862.0,0.139,4322.0,592,4539.0,0.0,9.18419620514,19.0436647601,10.0,14.0,46.0,7308.0,7900.0,4324.0,344.0,701.0,3914.0,2063.0,878.0,2926.0,4539.0
31,1,31,1,0.0,1060,1103.0,71.0,2537.0,35.0,268.0,914.0,744.0,529.0,582.0,0.171,2769.0,91,2928.0,10.0,4.50024902797,14.6094963072,9.0,8.53555266536,32.0,4108.0,4199.0,2483.0,133.0,252.0,2122.0,1086.0,606.0,3156.0,2938.0
32,1,32,1,0.0,684,1689.0,207.0,3069.0,68.0,421.0,906.0,919.0,617.0,736.0,0.212,3178.0,26,3269.0,120.0,10.5632935717,28.0543848166,13.0,21.0,58.0,5352.0,5378.0,3773.0,122.0,370.0,2460.0,1434.0,992.0,3858.0,3389.0
33,1,33,1,0.0,406,717.0,211.0,2271.0,126.0,811.0,811.0,709.0,630.0,680.0,0.206,2830.0,11,2803.0,127.0,6.27698909035,31.3025167584,9.0,24.022609254,59.0,5544.0,5555.0,3550.0,159.0,427.0,2516.0,1461.0,992.0,2865.0,2930.0
34,1,34,1,0.0,141,277.0,223.0,775.0,24.0,110.0,764.0,679.0,578.0,795.0,0.22,2816.0,1,2914.0,0.0,2.77119176329,36.2870287908,4.0,29.0,60.0,4659.0,4660.0,3307.0,101.0,170.0,2351.0,1130.0,908.0,1012.0,2914.0
35,1,35,1,0.0,147,105.0,76.0,406.0,25.0,53.0,589.0,648.0,517.0,734.0,0.236,2488.0,0,2612.0,111.0,1.90966431542,34.4371292717,2.0,30.0,58.0,4904.0,4904.0,3070.0,165.0,434.0,1955.0,1332.0,1018.0,475.0,2723.0
36,1,36,1,0.0,520,1049.0,278.0,2977.0,93.0,1037.0,1155.0,686.0,471.0,597.0,0.38,2909.0,0,2963.0,66.0,6.41343733599,21.2836735949,7.0,14.0,47.0,5894.0,5894.0,2235.0,192.0,522.0,1447.0,1660.0,2073.0,3792.0,3029.0
37,1,37,1,0.0,1520,943.0,174.0,3266.0,184.0,445.0,636.0,589.0,464.0,491.0,0.223,2180.0,1,2231.0,57.0,6.88768784477,20.8518304083,8.0,12.0,43.0,4238.0,4239.0,2529.0,138.0,397.0,1586.0,1310.0,808.0,3784.0,2288.0
38,1,38,1,0.0,1052,374.0,312.0,2560.0,66.0,756.0,588.0,687.0,653.0,729.0,0.201,2657.0,16,2845.0,47.0,10.4802789679,40.6083740064,6.0,37.0,83.0,4888.0,4904.0,3396.0,179.0,304.0,2075.0,1525.0,821.0,3131.0,2892.0
39,1,39,1,0.0,110,83.0,100.0,382.0,6.0,83.0,486.0,591.0,531.0,571.0,0.238,2179.0,0,2190.0,151.0,5.31625914073,36.0280685762,6.0,31.0,67.0,4170.0,4170.0,2490.0,157.0,278.0,1693.0,1171.0,871.0,413.0,2341.0
40,1,40,1,2.0,702,1958.0,977.0,5568.0,1262.0,667.0,768.0,764.0,556.0,692.0,0.217,2780.0,6,2972.0,0.0,38.0579360684,50.2343221898,28.0,43.0,128.0,4551.0,4557.0,3187.0,122.0,135.0,2162.0,1288.0,850.0,7349.0,2972.0
41,1,41,1,1.0,3861,6148.0,754.0,13615.0,1031.0,1820.0,875.0,435.0,362.0,496.0,0.237,2168.0,16,2157.0,111.0,88.6053794817,36.5030893952,90.0,20.0,183.0,3889.0,3905.0,2181.0,97.0,258.0,1727.0,999.0,824.0,16867.0,2268.0
42,1,42,1,1.0,623,1019.0,7.0,2709.0,74.0,985.0,4758.0,518.0,375.0,304.0,0.019,5955.0,0,6122.0,144.0,100.143210365,90.3398760321,484.0,171.202147296,628.0,19937.0,19937.0,10980.0,734.0,2786.0,14155.0,2120.0,142.0,6602.0,2906.0
43,2,43,1,2.0,403,972.0,317.0,2555.0,56.0,805.0,697.0,917.0,735.0,1102.0,0.184,3451.0,18,3160.0,411.0,106.070562081,62.4872401968,5.00000000048,57.0,199.0,5633.0,5651.0,4032.0,201.0,161.0,3135.0,1241.0,913.0,2584.0,3571.0
44,2,44,1,0.0,566,826.0,153.0,1730.0,32.0,153.0,943.0,1081.0,788.0,1033.0,0.176,3845.0,91,3719.0,198.0,26.2734167739,61.496489613,14.0,56.0,136.0,6318.0,6409.0,4738.0,140.0,183.0,3778.0,1311.0,997.0,1805.0,3917.0
45,2,45,1,1.0,854,1057.0,473.0,3917.0,129.0,1403.0,609.0,642.0,565.0,806.0,0.162,2622.0,0,2579.0,127.0,6.76859063683,54.4961241194,15.0,40.1928569464,93.0,4430.0,4430.0,3463.0,140.0,149.0,2429.0,1112.0,600.0,4478.0,2706.0
46,2,46,1,0.0,434,675.0,110.0,1572.0,35.0,318.0,1189.0,1153.0,871.0,1141.0,0.181,4354.0,122,4441.0,80.0,15.9911555682,53.4822432678,8.0,42.1907120378,102.0,6983.0,7105.0,5183.0,176.0,259.0,3692.0,1896.0,1082.0,1714.0,4521.0
47,2,47,1,1.0,629,3603.0,264.0,5508.0,69.0,942.0,602.0,514.0,352.0,498.0,0.184,1966.0,34,2058.0,18.0,8.9062403905,29.6217918127,11.0,24.2835636844,56.0,3080.0,3114.0,2193.0,114.0,110.0,1516.0,896.0,478.0,5984.0,1860.0
48,2,48,1,5.0,205,496.0,146.0,978.0,17.0,109.0,529.0,577.0,419.0,598.0,0.147,2123.0,49,1996.0,185.0,2.5066155186,45.8963585339,4.0,40.0,88.0,3839.0,3888.0,2836.0,162.0,195.0,2022.0,1050.0,459.0,997.0,2181.0
49,2,49,1,14.0,311,344.0,104.0,893.0,7.0,113.0,608.0,566.0,440.0,837.0,0.186,2451.0,31,2167.0,432.0,5.18552337359,83.4711390751,6.0,76.0,135.0,4513.0,4544.0,3330.0,234.0,354.0,1795.0,1473.0,688.0,906.0,2599.0
50,2,50,1,1.0,436,1244.0,315.0,2939.0,63.0,880.0,493.0,599.0,517.0,944.0,0.192,2553.0,3,2300.0,333.0,11.2516213258,67.439097739,12.0,59.0,121.0,4463.0,4466.0,3467.0,199.0,242.0,2130.0,1160.0,735.0,3199.0,2633.0
51,2,51,1,2.0,178,125.0,87.0,481.0,8.0,81.0,440.0,571.0,507.0,721.0,0.178,2239.0,11,2039.0,247.0,18.7828977538,48.8377220918,15.0,46.0,107.0,3741.0,3752.0,2691.0,178.0,126.0,2027.0,842.0,579.0,435.0,2286.0
52,2,52,1,7.0,802,422.0,15.0,2540.0,264.0,1030.0,115.0,196.0,241.0,390.0,0.022,942.0,10,842.0,111.0,0.0,1507.42949434,280.0,57.0,1491.0,2756.0,2766.0,1799.0,228.0,326.0,1868.0,316.0,28.0,3253.0,953.0
53,2,53,1,25.0,89,1312.0,14.0,3748.0,9.0,2299.0,13.0,15.0,12.0,7.0,0.043,47.0,140,50.0,0.0,1026.53839522,0.164392683082,13.0,5.0,1097.0,61.0,201.0,72.0,2.0,5.0,139.0,53.0,2.0,3751.0,50.0
54,2,54,1,0.0,187,455.0,405.0,1154.0,16.0,91.0,675.0,738.0,670.0,760.0,0.225,2843.0,87,1631.0,1278.0,9.18323893722,104.504908879,4.0,105.0,257.0,6776.0,6863.0,4118.0,265.0,763.0,2478.0,2022.0,1335.0,1136.0,2909.0
55,2,55,1,3.0,86,86.0,137.0,858.0,2.0,544.0,401.0,466.0,366.0,378.0,0.215,1611.0,0,813.0,827.0,0.971661668212,59.1287569376,1.0,58.0,97.0,3802.0,3802.0,2110.0,180.0,427.0,1327.0,1170.0,698.0,868.0,1640.0
56,2,56,1,0.0,28,239.0,7.0,573.0,1.0,298.0,11.0,21.0,14.0,21.0,0.452,67.0,213,53.0,15.0,255.949248569,2.04015354754,157.0,2.0,250.0,140.0,353.0,244.0,6.0,21.0,73.0,104.0,149.0,613.0,68.0
57,2,57,1,4.0,129,155.0,80.0,415.0,11.0,36.0,169.0,219.0,182.0,408.0,0.235,978.0,0,271.0,742.0,7.98907065824,83.5119936242,3.0,80.0,137.0,2504.0,2504.0,1615.0,196.0,368.0,591.0,848.0,501.0,355.0,1013.0
58,2,58,1,0.0,99,408.0,287.0,932.0,13.0,125.0,704.0,696.0,575.0,566.0,0.206,2541.0,34,2239.0,345.0,8.96665389266,58.9890481206,11.0,54.0,104.0,5758.0,5792.0,3454.0,218.0,690.0,2242.0,1620.0,1022.0,982.0,2584.0
59,2,59,1,0.0,163,522.0,211.0,1159.0,22.0,241.0,786.0,899.0,789.0,853.0,0.225,3327.0,85,1916.0,1494.0,20.0581395107,117.386446285,21.0,110.0,200.0,8112.0,8197.0,4844.0,333.0,953.0,2912.0,2402.0,1597.0,1187.0,3410.0
60,2,60,1,3.0,32,74.0,84.0,240.0,14.0,33.0,401.0,450.0,355.0,438.0,0.222,1644.0,1,949.0,731.0,3.14177835944,56.0699978368,2.0,55.0,87.0,4070.0,4071.0,2447.0,186.0,458.0,1534.0,1103.0,790.0,203.0,1680.0
61,2,61,1,0.0,75,298.0,133.0,1085.0,6.0,573.0,545.0,567.0,415.0,472.0,0.228,1999.0,3,1559.0,470.0,2.11498757073,57.1440327883,4.0,54.0,90.0,4663.0,4666.0,2676.0,199.0,538.0,1765.0,1227.0,937.0,1179.0,2029.0
62,2,62,1,1.0,295,521.0,284.0,1459.0,39.0,319.0,808.0,977.0,749.0,833.0,0.195,3367.0,8,2907.0,516.0,9.61477118366,89.716256884,11.0,80.0,158.0,7593.0,7601.0,4625.0,369.0,832.0,2971.0,2177.0,1252.0,1470.0,3423.0
63,2,63,1,0.0,198,357.0,186.0,903.0,24.0,138.0,520.0,668.0,569.0,550.0,0.209,2307.0,8,1608.0,740.0,4.80870896051,75.9460072673,5.0,71.0,129.0,5483.0,5491.0,3337.0,266.0,606.0,2061.0,1577.0,981.0,914.0,2348.0
64,2,64,1,0.0,254,283.0,281.0,1562.0,27.0,717.0,802.0,787.0,599.0,756.0,0.199,2944.0,11,2279.0,712.0,6.63358521072,85.2460184039,6.0,80.0,146.0,7002.0,7013.0,4107.0,299.0,836.0,2809.0,1865.0,1204.0,1639.0,2991.0
65,2,65,1,0.0,379,542.0,300.0,1556.0,58.0,277.0,625.0,728.0,527.0,646.0,0.179,2526.0,29,2189.0,387.0,24.5611620572,63.128210681,14.0,56.0,136.0,5583.0,5612.0,3487.0,306.0,564.0,2388.0,1509.0,845.0,1599.0,2576.0
66,2,66,1,0.0,196,689.0,299.0,1420.0,103.0,133.0,530.0,551.0,407.0,508.0,0.192,1996.0,92,1691.0,334.0,11.1770619008,56.8692644778,15.0,49.0,105.0,4320.0,4412.0,2668.0,188.0,469.0,1866.0,1163.0,726.0,1476.0,2025.0
67,2,67,1,0.0,118,63.0,143.0,377.0,9.0,44.0,556.0,643.0,471.0,587.0,0.174,2257.0,10,1795.0,503.0,5.11890363424,56.3756375994,7.0736397593,53.0,96.0,5269.0,5279.0,3245.0,230.0,588.0,2296.0,1393.0,772.0,314.0,2298.0
68,2,68,1,0.0,94,314.0,91.0,622.0,20.0,103.0,410.0,322.0,273.0,376.0,0.164,1381.0,12,1136.0,270.0,8.60581084163,36.6586165033,4.0,34.0,72.0,2970.0,2982.0,1982.0,106.0,233.0,1505.0,725.0,413.0,643.0,1406.0
69,2,69,1,2.0,443,4072.0,516.0,5412.0,27.0,352.0,782.0,708.0,593.0,649.0,0.134,2732.0,2699,2106.0,688.0,43.5615366707,95.7385349108,46.0,97.0641168391,208.0,5788.0,8487.0,4935.0,244.0,1526.0,4237.0,1501.0,979.0,5394.0,2794.0
70,2,70,1,1.0,905,1759.0,592.0,4768.0,133.0,1378.0,747.0,787.0,658.0,828.0,0.186,3020.0,10,2585.0,482.0,28.9962394272,90.5636253621,29.0,82.0,182.0,6009.0,6019.0,4161.0,286.0,468.0,2803.0,1497.0,965.0,4917.0,3067.0
71,2,71,1,15.0,489,1555.0,260.0,2752.0,53.0,380.0,467.0,403.0,389.0,800.0,0.208,2059.0,285,1502.0,600.0,7.75871611881,85.6565490136,11.0,72.0,145.0,4368.0,4653.0,3141.0,258.0,509.0,1659.0,1410.0,817.0,2883.0,2102.0
72,2,72,1,0.0,266,967.0,78.0,1534.0,30.0,193.0,345.0,283.0,244.0,304.0,0.232,1176.0,163,970.0,227.0,8.19431521829,29.1220470914,13.0,21.838976003,59.0,2343.0,2506.0,1820.0,64.0,123.0,1201.0,600.0,518.0,1559.0,1197.0
73,2,73,1,0.0,312,983.0,203.0,2570.0,686.0,386.0,1071.0,582.0,415.0,533.0,0.255,2601.0,101,2375.0,255.0,6.8301934198,37.5658671429,9.0,32.0,69.0,4142.0,4243.0,2799.0,88.0,146.0,1965.0,1072.0,972.0,2856.0,2630.0
74,2,74,1,1.0,737,2867.0,241.0,4181.0,40.0,295.0,803.0,607.0,434.0,529.0,0.397,2373.0,167,2313.0,128.0,22.7770730042,29.7242813185,24.0,17.0,84.0,3812.0,3979.0,1687.0,114.0,250.0,1379.0,727.0,1509.0,4575.0,2441.0
75,2,75,1,0.0,1325,1095.0,382.0,3876.0,70.0,1004.0,579.0,498.0,414.0,437.0,0.357,1928.0,154,2036.0,0.0,11.7574297151,13.5759409754,13.0,10.4926380746,44.0,2761.0,2915.0,1690.0,46.0,69.0,1173.0,653.0,974.0,3876.0,1966.0
76,2,76,1,6.0,881,891.0,139.0,5475.0,82.0,3476.0,543.0,396.0,381.0,416.0,0.252,1736.0,13,1940.0,7.0,6.60224929279,13.6084263562,13.0,7.37879213579,41.0,2624.0,2637.0,1439.0,50.0,83.0,1154.0,766.0,584.0,5481.0,1947.0
77,2,77,1,0.0,262,758.0,104.0,1483.0,58.0,301.0,973.0,573.0,428.0,379.0,0.243,2353.0,95,2330.0,83.0,19.8542789089,28.8835942219,25.0,15.0,69.0,4422.0,4517.0,2392.0,183.0,423.0,1839.0,1083.0,989.0,1641.0,2413.0
78,2,78,1,0.0,317,370.0,12.0,2175.0,11.0,1465.0,2544.0,231.0,139.0,148.0,0.309,3062.0,12,2550.0,324.0,19.0771524753,41.9396153059,9.0,22.0,91.0,5988.0,6000.0,2224.0,297.0,821.0,1846.0,1317.0,1719.0,2198.0,2874.0
79,2,79,1,1.0,749,2725.0,130.0,4748.0,45.0,1098.0,982.0,587.0,376.0,406.0,0.102,2351.0,44,2416.0,48.0,10.4703007588,26.4620899497,25.3802797577,11.9938611903,68.0,3714.0,3758.0,2646.0,93.0,293.0,2118.0,973.0,281.0,5296.0,2464.0
80,2,80,1,0.0,100,133.0,69.0,372.0,4.0,66.0,828.0,506.0,402.0,406.0,0.096,2142.0,89,1836.0,353.0,5.50491633114,33.6686745179,6.0,31.0,59.0,4436.0,4525.0,2853.0,193.0,479.0,2577.0,946.0,330.0,344.0,2189.0
81,2,81,1,0.0,370,888.0,159.0,2269.0,43.0,809.0,1393.0,1064.0,842.0,915.0,0.09,4214.0,261,4033.0,349.0,12.5682176122,53.5248672422,21.0,42.113085948,110.0,7709.0,7970.0,5820.0,229.0,535.0,4831.0,1859.0,516.0,2410.0,3980.0
82,2,82,1,0.0,315,922.0,352.0,2280.0,29.0,662.0,524.0,480.0,379.0,482.0,0.123,1865.0,19,1847.0,68.0,12.2126888434,35.2502763363,15.0,29.0,76.0,3434.0,3453.0,2484.0,72.0,106.0,2071.0,873.0,331.0,2390.0,1768.0
83,2,83,1,10.0,131,101.0,101.0,384.0,6.0,35.0,475.0,568.0,533.0,695.0,0.163,2271.0,0,1812.0,529.0,19.7046997582,64.051409526,2.0,60.0,119.0,3968.0,3968.0,2885.0,94.0,114.0,1835.0,1433.0,492.0,327.0,2341.0
84,2,84,1,1.0,176,196.0,155.0,1474.0,26.0,920.0,575.0,665.0,506.0,674.0,0.078,2420.0,97,2295.0,163.0,6.78651359605,82.6294397943,4.0,42.0,117.0,4883.0,4980.0,3713.0,128.0,290.0,3160.0,1135.0,267.0,1475.0,2458.0
85,2,85,1,1.0,298,448.0,352.0,1849.0,32.0,718.0,548.0,565.0,431.0,382.0,0.146,1926.0,244,1875.0,79.0,21.0830736629,32.0100036576,11.0,26.0,77.0,3811.0,4055.0,2728.0,84.0,196.0,2531.0,728.0,516.0,1957.0,1954.0
86,2,86,1,0.0,351,683.0,86.0,1270.0,11.0,139.0,988.0,909.0,704.0,705.0,0.115,3306.0,184,3221.0,140.0,19.0268823117,61.0132045046,16.377357634,51.1857263767,125.0,6807.0,6991.0,4365.0,284.0,808.0,3575.0,1701.0,623.0,1271.0,3361.0
87,2,87,1,0.0,267,2258.0,116.0,2872.0,16.0,215.0,714.0,696.0,485.0,566.0,0.166,2461.0,387,2344.0,147.0,8.48418905489,52.5588853862,14.0,43.0,93.0,5006.0,5393.0,3592.0,176.0,266.0,3024.0,1153.0,774.0,3128.0,2491.0
88,2,88,1,0.0,214,631.0,513.0,1527.0,25.0,144.0,603.0,710.0,566.0,762.0,0.064,2641.0,79,2519.0,164.0,7.73930808813,47.7350812738,11.0,40.0,85.0,5358.0,5437.0,4451.0,162.0,215.0,3672.0,1168.0,220.0,1705.0,2683.0
89,2,89,1,0.0,265,502.0,260.0,1349.0,77.0,245.0,762.0,981.0,839.0,1074.0,0.1,3656.0,121,3145.0,577.0,7.12549932858,96.1172550419,5.0,89.0,150.0,7421.0,7542.0,5808.0,314.0,499.0,4203.0,1985.0,541.0,1314.0,3722.0
90,3,90,1,1.0,437,2120.0,165.0,3168.0,44.0,401.0,557.0,563.0,512.0,496.0,0.095,2128.0,136,1932.0,231.0,9.2079033111,46.3023633852,9.0,42.0,86.0,4411.0,4547.0,3216.0,167.0,323.0,2673.0,1067.0,317.0,3711.0,2163.0
91,3,91,1,12.0,1123,5553.0,126.0,7734.0,53.0,867.0,482.0,595.0,552.0,671.0,0.174,2300.0,401,1446.0,902.0,117.782531744,102.658286894,100.0,91.0,320.0,4708.0,5109.0,3003.0,319.0,448.0,2255.0,1339.0,748.0,8920.0,2348.0
92,3,92,1,10.0,2835,7836.0,101.0,12480.0,119.0,1579.0,576.0,156.0,170.0,195.0,0.456,1097.0,997,145.0,887.0,111.809529683,85.9302075217,75.0000000003,83.0,283.0,2365.0,3362.0,1210.0,103.0,294.0,637.0,887.0,1441.0,14219.0,1032.0
93,3,93,1,0.0,219,195.0,177.0,705.0,15.0,99.0,923.0,1122.0,1074.0,1215.0,0.133,4334.0,1,3373.0,1024.0,12.4728825408,119.033395348,1.00000000004,109.0,227.0,7462.0,7463.0,5580.0,147.0,228.0,3908.0,2457.0,723.0,886.0,4397.0
